Department,ADM1_PCODE,Commune,ADM2_PCODE,Population,JIAF_Sector_Coverage_Pct,Deprivation_Index_Comp,Deprivation_Index_Max,Baseline_Mean,Baseline_Absent_Pct,Baseline_MinTP_Pct,Baseline_P10_Pct,Baseline_MaxSSS_Pct,Baseline_Risk_Comp,Baseline_Risk_Comp_Pct,Baseline_Risk_Comp_Cat,Baseline_Risk_Max,Baseline_Risk_Max_Pct,Baseline_Risk_Max_Cat,WL15_Mean,WL15_Absent_Pct,WL15_MinTP_Pct,WL15_P10_Pct,WL15_MaxSSS_Pct,WL15_Risk_Comp,WL15_Risk_Comp_Pct,WL15_Risk_Comp_Cat,WL15_Risk_Max,WL15_Risk_Max_Pct,WL15_Risk_Max_Cat,WL2_Mean,WL2_Absent_Pct,WL2_MinTP_Pct,WL2_P10_Pct,WL2_MaxSSS_Pct,WL2_Risk_Comp,WL2_Risk_Comp_Pct,WL2_Risk_Comp_Cat,WL2_Risk_Max,WL2_Risk_Max_Pct,WL2_Risk_Max_Cat,WL3_Mean,WL3_Absent_Pct,WL3_MinTP_Pct,WL3_P10_Pct,WL3_MaxSSS_Pct,WL3_Risk_Comp,WL3_Risk_Comp_Pct,WL3_Risk_Comp_Cat,WL3_Risk_Max,WL3_Risk_Max_Pct,WL3_Risk_Max_Cat,WL4_Mean,WL4_Absent_Pct,WL4_MinTP_Pct,WL4_P10_Pct,WL4_MaxSSS_Pct,WL4_Risk_Comp,WL4_Risk_Comp_Pct,WL4_Risk_Comp_Cat,WL4_Risk_Max,WL4_Risk_Max_Pct,WL4_Risk_Max_Cat
Nippes,HT10,Miragoane,HT1011,145078,100,0.299,0.2,0.32,54.6,45.4,14.3,5.6,0.0086,66.9065,Moderate,0.0057,73.3813,Moderate,0.561,12,88,47.9,34.4,0.0173,74.8201,Moderate,0.0116,79.8561,High,0.713,2,98,75.3,59.5,0.0235,77.6978,High,0.0157,81.295,High,0.865,0,100,98.4,94.2,0.0289,79.1367,High,0.0193,84.1727,High,0.871,0,100,100,100,0.0292,76.259,High,0.0195,80.5755,High
Nippes,HT10,Paillant,HT1014,28533,100,0.387,0.203,0.141,94.8,5.2,0.7,0,3.00E-04,6.4748,Very Low,1.00E-04,7.1942,Very Low,0.191,87.1,12.9,5.4,2.6,5.00E-04,7.1942,Very Low,3.00E-04,7.1942,Very Low,0.247,78.4,21.6,8.7,6.1,8.00E-04,5.036,Very Low,4.00E-04,5.7554,Very Low,0.367,54.1,45.9,26.6,17.7,0.0013,5.036,Very Low,7.00E-04,3.5971,Very Low,0.571,14.5,85.5,47.2,41.9,0.0025,7.1942,Very Low,0.0013,6.4748,Very Low
Nippes,HT10,Petit Trou de Nippes,HT1022,43998,100,0.463,0.266,0.352,54.2,45.8,22,12.3,0.004,48.2014,Low,0.0023,48.9209,Low,0.565,19.8,80.2,54.7,36.8,0.007,43.1655,Low,0.004,48.9209,Low,0.689,11,89,73.9,60.2,0.009,45.3237,Low,0.0052,50.3597,Moderate,0.79,1.8,98.2,89.5,86.1,0.0103,45.3237,Low,0.0059,48.2014,Low,0.839,0,100,99.8,97.1,0.011,42.446,Low,0.0063,48.2014,Low
Nippes,HT10,Petite Riviere de Nippes,HT1012,41853,100,0.612,0.293,0.449,32.9,67.1,35.9,20.9,0.0069,57.554,Moderate,0.0033,59.7122,Moderate,0.647,16.3,83.7,66.2,56,0.0103,58.9928,Moderate,0.0049,56.1151,Moderate,0.714,11.4,88.6,73,68.9,0.0117,58.2734,Moderate,0.0056,53.9568,Moderate,0.789,8.7,91.3,88.6,86,0.0127,58.2734,Moderate,0.0061,51.0791,Moderate,0.817,0.4,99.6,94.4,90.6,0.0131,51.0791,Moderate,0.0063,47.482,Low
Nippes,HT10,Plaisance du Sud,HT1025,54096,100,0.337,0.165,0.146,99.4,0.6,0.3,0,6.00E-04,14.3885,Very Low,3.00E-04,12.9496,Very Low,0.222,78.2,21.8,0.7,0.6,0.0014,14.3885,Very Low,7.00E-04,12.9496,Very Low,0.314,45.3,54.7,7.9,2.2,0.0026,15.8273,Very Low,0.0013,14.3885,Very Low,0.588,13.7,86.3,59.9,42.8,0.0063,25.8993,Low,0.0031,27.3381,Low,0.762,0,100,89.8,81.8,0.0088,31.6547,Low,0.0043,36.6906,Low
North,HT03,Acul du Nord,HT0321,87278,100,0.377,0.194,0.353,43.8,56.2,25.3,0,0.0072,60.4317,Moderate,0.0037,64.0288,Moderate,0.591,24.6,75.4,66.7,58.1,0.0134,69.0647,Moderate,0.0069,67.6259,Moderate,0.657,20,80,75.4,71.5,0.0154,68.3453,Moderate,0.0079,64.0288,Moderate,0.733,4.5,95.5,83.1,80.2,0.0168,64.7482,Moderate,0.0086,64.0288,Moderate,0.812,0,100,96.6,92.4,0.0189,64.7482,Moderate,0.0097,65.4676,Moderate
North,HT03,Bahon,HT0332,34583,100,0.384,0.337,0.169,90.1,9.9,0,0,6.00E-04,15.1079,Very Low,5.00E-04,18.705,Very Low,0.442,34.6,65.4,38.7,11.2,0.0031,22.3022,Very Low,0.0027,36.6906,Low,0.563,22,78,66.7,32.1,0.0042,23.741,Very Low,0.0037,41.7266,Low,0.708,8.7,91.3,86.9,79.1,0.0054,24.4604,Very Low,0.0047,43.1655,Low,0.814,0.4,99.6,96.4,94.4,0.0064,21.5827,Very Low,0.0056,43.1655,Low
North,HT03,Bas Limbe,HT0362,34473,100,0.303,0.123,0.542,10.9,89.1,67.2,0,0.0034,40.2878,Low,0.0014,34.5324,Low,0.766,0.1,99.9,98.1,95.5,0.0049,31.6547,Low,0.002,28.0576,Low,0.782,0,100,99.9,98.3,0.0051,29.4964,Low,0.0021,23.741,Very Low,0.799,0,100,100,100,0.005,19.4245,Very Low,0.002,16.5468,Very Low,0.809,0,100,100,100,0.005,12.9496,Very Low,0.002,10.7914,Very Low
North,HT03,Borgne,HT0351,101793,100,0.356,0.168,0.174,91.9,8.1,0,0,0.0022,30.2158,Low,0.001,29.4964,Low,0.323,61.9,38.1,23.8,14.8,0.0063,37.4101,Low,0.003,40.2878,Low,0.401,47.9,52.1,34.5,27.2,0.0086,41.7266,Low,0.0041,43.8849,Low,0.524,30.7,69.3,52.1,46.6,0.0113,48.9209,Low,0.0053,45.3237,Low,0.663,8.6,91.4,75.5,62.6,0.0148,58.9928,Moderate,0.007,52.518,Moderate
North,HT03,Cap-Haitien,HT0311,401671,100,0.361,0.145,0.476,39.8,60.2,44.9,32.3,0.0517,94.2446,Very High,0.0208,92.8058,Very High,0.654,15.4,84.6,77.1,67.1,0.0733,95.6835,Very High,0.0294,92.8058,Very High,0.702,6.1,93.9,81.5,80,0.0804,94.964,Very High,0.0323,92.8058,Very High,0.778,0,100,93.9,89.2,0.0873,94.964,Very High,0.0351,92.8058,Very High,0.812,0,100,100,98.5,0.0908,94.964,Very High,0.0365,92.0863,Very High
North,HT03,Dondon,HT0342,56688,100,0.289,0.08,0.126,100,0,0,0,3.00E-04,7.1942,Very Low,1.00E-04,4.3165,Very Low,0.143,100,0,0,0,2.00E-04,3.5971,Very Low,1.00E-04,2.1583,Very Low,0.175,98.6,1.4,0,0,4.00E-04,3.5971,Very Low,1.00E-04,2.8777,Very Low,0.416,29.9,70.1,29,14.2,0.0031,12.2302,Very Low,9.00E-04,5.036,Very Low,0.742,0.2,99.8,86.3,66.7,0.0076,25.8993,Low,0.0021,11.5108,Very Low
North,HT03,Grande Riviere Du Nord,HT0331,70150,100,0.292,0.079,0.256,72.4,27.6,12,0,0.0027,35.2518,Low,7.00E-04,21.5827,Very Low,0.559,23.5,76.5,57.5,35.5,0.0076,48.2014,Low,0.0021,30.2158,Low,0.685,10.9,89.1,81.7,60,0.0098,49.6403,Low,0.0027,28.777,Low,0.806,0.2,99.8,96.3,91.7,0.0116,51.7986,Moderate,0.0031,28.777,Low,0.843,0,100,100,99.9,0.0122,47.482,Low,0.0033,24.4604,Very Low
North,HT03,La Victoire,HT0345,15205,100,0.37,0.182,0.117,100,0,0,0,0,2.1583,Very Low,0,2.1583,Very Low,0.264,53.1,46.9,0,0,3.00E-04,5.036,Very Low,2.00E-04,5.036,Very Low,0.513,20.3,79.7,55.8,0,9.00E-04,7.1942,Very Low,4.00E-04,6.4748,Very Low,0.759,0,100,98.6,82.3,0.0014,5.7554,Very Low,7.00E-04,4.3165,Very Low,0.842,0,100,100,100,0.0016,5.036,Very Low,8.00E-04,3.5971,Very Low
North,HT03,Limbe,HT0361,168347,100,0.191,0.015,0.286,52.9,47.1,10.8,0,0.0054,53.2374,Moderate,4.00E-04,16.5468,Very Low,0.544,28.6,71.4,57,47.4,0.0125,66.1871,Moderate,0.001,17.2662,Very Low,0.641,19,81,71.4,63,0.0154,67.6259,Moderate,0.0012,12.9496,Very Low,0.758,4.5,95.5,90.8,81.7,0.0181,69.0647,Moderate,0.0014,10.7914,Very Low,0.819,0,100,98.7,95.2,0.0198,65.4676,Moderate,0.0016,7.1942,Very Low
North,HT03,Limonade,HT0313,83900,100,0.41,0.225,0.728,8.9,91.1,88.5,71.3,0.0189,83.4532,High,0.0104,85.6115,High,0.81,1.1,98.9,97.2,93.3,0.0206,76.259,High,0.0113,79.1367,High,0.829,0.2,99.8,99.3,97.8,0.0214,74.1007,Moderate,0.0118,76.259,High,0.838,0,100,100,100,0.0209,72.6619,Moderate,0.0115,72.6619,Moderate,0.839,0,100,100,100,0.0208,68.3453,Moderate,0.0114,66.9065,Moderate
North,HT03,Milot,HT0323,51017,100,0.329,0.131,0.608,14.2,85.8,75.4,10.5,0.0069,58.9928,Moderate,0.0027,53.9568,Moderate,0.744,8,92,92,86.9,0.0084,49.6403,Low,0.0034,43.1655,Low,0.772,5.7,94.3,93.2,92,0.0089,43.1655,Low,0.0035,38.8489,Low,0.807,0.3,99.7,96.5,95.4,0.009,37.4101,Low,0.0036,34.5324,Low,0.828,0,100,100,99.7,0.0092,35.2518,Low,0.0037,27.3381,Low
North,HT03,Pignon,HT0344,66657,100,0.358,0.115,0.128,100,0,0,0,5.00E-04,10.7914,Very Low,1.00E-04,8.6331,Very Low,0.441,14.2,85.8,9.6,0,0.0064,38.1295,Low,0.002,29.4964,Low,0.622,5.8,94.2,85.3,0.2,0.01,51.7986,Moderate,0.0032,35.9712,Low,0.775,0,100,99.4,81.5,0.0127,56.8345,Moderate,0.0041,38.1295,Low,0.858,0,100,100,100,0.0145,58.2734,Moderate,0.0047,38.8489,Low
North,HT03,Pilate,HT0372,86266,100,0.398,0.274,0.123,100,0,0,0,5.00E-04,11.5108,Very Low,4.00E-04,15.8273,Very Low,0.156,92.3,7.7,0,0,9.00E-04,9.3525,Very Low,6.00E-04,11.5108,Very Low,0.237,75.3,24.7,9.5,2.4,0.0029,16.5468,Very Low,0.002,23.0216,Very Low,0.458,37.8,62.2,39.2,26.2,0.0083,33.8129,Low,0.0057,47.482,Low,0.67,9.1,90.9,71.6,58.1,0.0141,55.3957,Moderate,0.0097,64.7482,Moderate
North,HT03,Plaine du Nord,HT0322,75349,100,0.323,0.177,0.527,24.8,75.2,59.3,0.3,0.0089,69.7842,Moderate,0.0049,69.0647,Moderate,0.7,10.8,89.2,84.2,77.6,0.0121,64.7482,Moderate,0.0066,64.7482,Moderate,0.744,6,94,89.2,87.6,0.0131,63.3094,Moderate,0.0072,61.8705,Moderate,0.798,0.2,99.8,96.7,92.7,0.0137,61.1511,Moderate,0.0075,59.7122,Moderate,0.823,0,100,100,99.8,0.0141,56.1151,Moderate,0.0077,55.3957,Moderate
North,HT03,Plaisance,HT0371,109350,100,0.353,0.096,0.13,100,0,0,0,8.00E-04,16.5468,Very Low,2.00E-04,12.2302,Very Low,0.16,100,0,0,0,0.0011,11.5108,Very Low,3.00E-04,7.9137,Very Low,0.229,65.2,34.8,0,0,0.003,17.2662,Very Low,8.00E-04,10.0719,Very Low,0.537,25.1,74.9,52.7,35.8,0.0126,55.3957,Moderate,0.0034,33.0935,Low,0.75,0.8,99.2,82,69.6,0.0198,66.1871,Moderate,0.0054,40.2878,Low
North,HT03,Port-Margot,HT0352,85759,100,0.241,0.06,0.27,59.8,40.2,0.7,0,0.003,36.6906,Low,7.00E-04,23.0216,Very Low,0.536,28.7,71.3,57.6,48.7,0.0074,46.7626,Low,0.0019,26.6187,Low,0.609,20.2,79.8,70,63.4,0.0087,42.446,Low,0.0022,25.8993,Low,0.689,9.8,90.2,80.5,77.2,0.0096,43.1655,Low,0.0024,20.8633,Very Low,0.755,2.8,97.2,91.3,88,0.0105,38.8489,Low,0.0026,17.2662,Very Low
North,HT03,Quartier Morin,HT0312,52005,100,0.327,0.205,0.74,2.6,97.4,95,62.1,0.0088,68.3453,Moderate,0.0055,70.5036,Moderate,0.803,0.2,99.8,99.8,97.9,0.0094,54.6763,Moderate,0.0059,59.7122,Moderate,0.819,0,100,99.8,99.8,0.0097,48.2014,Low,0.0061,56.8345,Moderate,0.829,0,100,100,100,0.0095,42.446,Low,0.0059,49.6403,Low,0.833,0,100,100,100,0.0094,37.4101,Low,0.0059,45.3237,Low
North,HT03,Ranquitte,HT0343,42477,100,0.303,0.117,0.13,99,1,0,0,2.00E-04,5.036,Very Low,1.00E-04,5.036,Very Low,0.324,53.8,46.2,16.4,0.3,0.002,18.705,Very Low,8.00E-04,14.3885,Very Low,0.482,30.6,69.4,49.9,8,0.0035,20.1439,Very Low,0.0014,15.1079,Very Low,0.727,1,99,94,70,0.0057,25.1799,Low,0.0022,18.705,Very Low,0.835,0,100,100,100,0.0068,23.0216,Very Low,0.0026,18.705,Very Low
North,HT03,Saint-Raphael,HT0341,81051,100,0.33,0.127,0.128,100,0,0,0,5.00E-04,12.2302,Very Low,2.00E-04,10.7914,Very Low,0.312,43.4,56.6,2.2,0,0.0043,30.2158,Low,0.0017,23.0216,Very Low,0.466,35.3,64.7,57.1,1.4,0.0078,38.1295,Low,0.003,33.0935,Low,0.653,20.4,79.6,73,67.4,0.0115,51.0791,Moderate,0.0044,41.7266,Low,0.786,1.3,98.7,87.2,81.7,0.0145,57.554,Moderate,0.0056,42.446,Low
North-East,HT04,Capotille,HT0422,24513,100,0.45,0.27,0.624,13.1,86.9,72.4,44.4,0.0036,42.446,Low,0.0022,47.482,Low,0.811,2.1,97.9,91.4,88.3,0.0048,30.9353,Low,0.0029,38.1295,Low,0.842,0.5,99.5,98.6,94.1,0.005,28.777,Low,0.003,33.8129,Low,0.854,0,100,100,99.5,0.0049,18.705,Very Low,0.003,25.8993,Low,0.841,0,100,100,100,0.0048,11.5108,Very Low,0.0029,19.4245,Very Low
North-East,HT04,Caracol,HT0434,12633,100,0.433,0.339,0.84,0,100,100,100,0.0012,20.8633,Very Low,0.001,28.777,Low,0.847,0,100,100,100,0.0012,12.2302,Very Low,9.00E-04,15.1079,Very Low,0.846,0,100,100,100,0.0012,8.6331,Very Low,9.00E-04,10.7914,Very Low,0.845,0,100,100,100,0.0012,3.5971,Very Low,9.00E-04,7.1942,Very Low,0.84,0,100,100,100,0.0011,3.5971,Very Low,9.00E-04,4.3165,Very Low
North-East,HT04,Carice,HT0442,17940,100,0.482,0.289,0.134,100,0,0,0,1.00E-04,2.8777,Very Low,1.00E-04,3.5971,Very Low,0.154,100,0,0,0,1.00E-04,2.1583,Very Low,1.00E-04,2.8777,Very Low,0.202,85.6,14.4,0,0,3.00E-04,2.8777,Very Low,2.00E-04,3.5971,Very Low,0.521,13.3,86.7,50,17.1,0.0015,6.4748,Very Low,9.00E-04,6.4748,Very Low,0.827,0,100,95.9,91.4,0.0029,7.9137,Very Low,0.0018,7.9137,Very Low
North-East,HT04,Ferrier,HT0412,24305,100,0.31,0.105,0.802,0,100,100,100,0.0033,39.5683,Low,0.0011,30.9353,Low,0.803,0,100,100,100,0.0032,24.4604,Very Low,0.0011,18.705,Very Low,0.802,0,100,100,100,0.0032,17.9856,Very Low,0.0011,11.5108,Very Low,0.801,0,100,100,100,0.0031,10.7914,Very Low,0.001,7.9137,Very Low,0.799,0,100,100,100,0.003,8.6331,Very Low,0.001,5.7554,Very Low
North-East,HT04,Fort-Liberte,HT0411,49282,100,0.341,0.161,0.67,15.9,84.1,79,71.4,0.0077,61.8705,Moderate,0.0036,63.3094,Moderate,0.767,7.6,92.4,90.2,85.9,0.0087,51.0791,Moderate,0.0041,49.6403,Low,0.781,6,94,92.4,91.2,0.0089,44.6043,Low,0.0042,46.0432,Low,0.798,2.5,97.5,95.9,95.3,0.0088,35.9712,Low,0.0042,38.8489,Low,0.807,0,100,98.1,97.6,0.0087,30.9353,Low,0.0041,33.0935,Low
North-East,HT04,Mombin Crochu,HT0443,51279,100,0.342,0.139,0.116,100,0,0,0,1.00E-04,3.5971,Very Low,1.00E-04,2.8777,Very Low,0.14,99.8,0.2,0,0,2.00E-04,2.8777,Very Low,1.00E-04,3.5971,Very Low,0.175,93.6,6.4,0.2,0,4.00E-04,4.3165,Very Low,2.00E-04,4.3165,Very Low,0.419,27.3,72.7,31.7,4.4,0.0033,14.3885,Very Low,0.0013,10.0719,Very Low,0.781,0.4,99.6,87.8,80.7,0.0087,30.2158,Low,0.0035,25.8993,Low
North-East,HT04,Mont-Organise,HT0423,30081,100,0.383,0.158,0.145,100,0,0,0,3.00E-04,7.9137,Very Low,1.00E-04,6.4748,Very Low,0.183,94.8,5.2,2,0,4.00E-04,6.4748,Very Low,2.00E-04,5.7554,Very Low,0.247,85.8,14.2,5.6,2.8,8.00E-04,6.4748,Very Low,3.00E-04,5.036,Very Low,0.619,6.6,93.4,75,18.9,0.0036,15.1079,Very Low,0.0015,11.5108,Very Low,0.835,0,100,97.3,93.4,0.0055,15.1079,Very Low,0.0023,12.9496,Very Low
North-East,HT04,Ouanaminthe,HT0421,156617,100,0.39,0.243,0.691,8.8,91.2,78.5,65.2,0.0333,91.3669,Very High,0.0207,92.0863,Very High,0.826,2,98,96.5,92.8,0.0395,89.9281,High,0.0246,92.0863,Very High,0.834,1.1,98.9,98,96.5,0.0404,88.4892,High,0.0252,90.6475,Very High,0.838,0.2,99.8,99.7,99.3,0.0392,83.4532,High,0.0244,87.0504,High,0.826,0,100,100,99.8,0.0379,79.8561,High,0.0236,85.6115,High
North-East,HT04,Perches,HT0413,16860,100,0.422,0.397,0.398,41.8,58.2,36.5,3.2,0.001,18.705,Very Low,9.00E-04,28.0576,Low,0.677,14.6,85.4,79.5,64,0.0018,17.9856,Very Low,0.0017,24.4604,Very Low,0.733,12.9,87.1,85.4,79.5,0.002,12.9496,Very Low,0.0019,22.3022,Very Low,0.799,2.4,97.6,94,89.1,0.0022,8.6331,Very Low,0.0021,17.2662,Very Low,0.843,0,100,97.8,97.6,0.0023,6.4748,Very Low,0.0022,12.2302,Very Low
North-East,HT04,Sainte Suzanne,HT0432,40847,100,0.353,0.148,0.145,98.6,1.4,0.2,0,4.00E-04,10.0719,Very Low,2.00E-04,9.3525,Very Low,0.289,66.5,33.5,10,1.6,0.0018,17.2662,Very Low,8.00E-04,13.6691,Very Low,0.458,34.9,65.1,40,8.7,0.0036,21.5827,Very Low,0.0015,17.9856,Very Low,0.723,3.3,96.7,89.2,69.2,0.0063,26.6187,Low,0.0026,23.0216,Very Low,0.831,0,100,100,100,0.0075,25.1799,Low,0.0032,21.5827,Very Low
North-East,HT04,Terrier Rouge,HT0433,45364,100,0.344,0.132,0.77,1.5,98.5,96.7,84.7,0.0083,64.7482,Moderate,0.0032,56.8345,Moderate,0.843,0,100,100,99.4,0.0088,52.518,Moderate,0.0034,43.8849,Low,0.842,0,100,100,100,0.0089,43.8849,Low,0.0034,38.1295,Low,0.837,0,100,100,100,0.0085,34.5324,Low,0.0033,30.9353,Low,0.829,0,100,100,100,0.0083,28.777,Low,0.0032,23.0216,Very Low
North-East,HT04,Trou du Nord,HT0431,71873,100,0.423,0.215,0.579,22.4,77.6,65.7,40.2,0.0125,76.259,High,0.0063,75.5396,High,0.759,7.7,92.3,85.9,79.7,0.0165,74.1007,Moderate,0.0084,70.5036,Moderate,0.791,5.6,94.4,92.5,88.4,0.0176,71.9424,Moderate,0.0089,69.0647,Moderate,0.823,0.9,99.1,96.9,95.9,0.0177,68.3453,Moderate,0.009,65.4676,Moderate,0.844,0,100,100,99.8,0.0182,63.3094,Moderate,0.0092,63.3094,Moderate
North-East,HT04,Vallieres,HT0441,34902,87.5,0.332,0.189,0.131,100,0,0,0,2.00E-04,4.3165,Very Low,1.00E-04,5.7554,Very Low,0.174,97.1,2.9,0.1,0,4.00E-04,5.7554,Very Low,2.00E-04,6.4748,Very Low,0.249,73.7,26.3,3.4,0.1,9.00E-04,7.9137,Very Low,5.00E-04,7.9137,Very Low,0.539,18.2,81.8,56.8,28,0.0031,11.5108,Very Low,0.0018,13.6691,Very Low,0.814,0,100,95.8,90.7,0.0056,15.8273,Very Low,0.0032,22.3022,Very Low
North-West,HT09,Anse-a-Foleur,HT0922,50199,100,0.493,0.608,0.212,86,14,2.2,0,0.0021,29.4964,Low,0.0026,53.2374,Moderate,0.391,46,54,30.9,15.3,0.0053,35.2518,Low,0.0065,63.3094,Moderate,0.489,25.5,74.5,43.5,33.7,0.0071,34.5324,Low,0.0088,68.3453,Moderate,0.632,11.6,88.4,73.3,56.9,0.0093,39.5683,Low,0.0115,74.1007,Moderate,0.746,0,100,93.2,79.2,0.0113,45.3237,Low,0.014,72.6619,Moderate
North-West,HT09,Baie de Henne,HT0932,45449,100,0.403,0.347,0.382,46.7,53.3,27.5,9.6,0.004,50.3597,Moderate,0.0035,61.1511,Moderate,0.604,13.7,86.3,63.4,50.3,0.0069,42.446,Low,0.006,60.4317,Moderate,0.676,10.1,89.9,75.5,63.9,0.008,40.2878,Low,0.0069,60.4317,Moderate,0.755,6.2,93.8,89,86.3,0.0087,35.2518,Low,0.0075,60.4317,Moderate,0.786,0.3,99.7,92.9,92.1,0.009,33.0935,Low,0.0077,56.1151,Moderate
North-West,HT09,Bassin Bleu,HT0913,117061,100,0.317,0.116,0.343,46.8,53.2,22,2.9,0.008,64.0288,Moderate,0.0029,56.1151,Moderate,0.519,31.8,68.2,47.9,43.5,0.0132,68.3453,Moderate,0.0048,55.3957,Moderate,0.608,20.6,79.4,61.3,53,0.0162,69.0647,Moderate,0.0059,55.3957,Moderate,0.727,6.2,93.8,79.4,73.7,0.0192,70.5036,Moderate,0.007,58.2734,Moderate,0.803,3.3,96.7,94.9,90.7,0.0216,69.7842,Moderate,0.0079,57.554,Moderate
North-West,HT09,Bombardopolis,HT0933,58898,100,0.345,0.191,0.32,62,38,15,10.3,0.0036,43.1655,Low,0.002,43.8849,Low,0.437,25,75,29.1,24.6,0.0052,34.5324,Low,0.0029,38.8489,Low,0.519,5.2,94.8,40.2,31.3,0.0066,32.3741,Low,0.0036,40.2878,Low,0.715,0,100,79.6,57.5,0.0095,41.7266,Low,0.0052,44.6043,Low,0.82,0,100,100,97.8,0.0112,44.6043,Low,0.0062,46.7626,Low
North-West,HT09,Chamsolme,HT0914,53151,100,0.3,0.147,0.364,46.8,53.2,22,10.6,0.0034,41.0072,Low,0.0017,38.1295,Low,0.523,33,67,50.2,48.7,0.0052,32.3741,Low,0.0025,35.2518,Low,0.588,24.1,75.9,60.4,57.4,0.006,30.9353,Low,0.0029,31.6547,Low,0.673,17.4,82.6,75.9,69.6,0.0067,28.0576,Low,0.0033,30.2158,Low,0.753,3.3,96.7,85.6,81.1,0.0075,24.4604,Very Low,0.0037,28.0576,Low
North-West,HT09,Jean Rabel,HT0934,244841,100,0.344,0.185,0.438,37.8,62.2,39.3,13,0.0266,89.2086,High,0.0143,89.9281,High,0.617,15,85,65.5,54,0.039,89.2086,High,0.021,89.9281,High,0.675,6.9,93.1,74.2,65.5,0.0437,89.2086,High,0.0235,87.7698,High,0.756,1.6,98.4,86.8,83.2,0.048,89.2086,High,0.0258,88.4892,High,0.809,0,100,98,95.8,0.0517,89.2086,High,0.0278,88.4892,High
North-West,HT09,La Tortue,HT0912,62958,100,0.327,0.197,0.451,17.3,82.7,30.6,5.5,0.006,55.3957,Moderate,0.0036,62.5899,Moderate,0.758,0,100,98.1,79.4,0.011,62.5899,Moderate,0.0066,64.0288,Moderate,0.789,0,100,100,100,0.0116,57.554,Moderate,0.007,61.1511,Moderate,0.799,0,100,100,100,0.0113,49.6403,Low,0.0068,56.8345,Moderate,0.806,0,100,100,100,0.0112,43.8849,Low,0.0067,51.0791,Moderate
North-West,HT09,Mole Saint Nicolas,HT0931,58710,100,0.346,0.178,0.34,37.4,62.6,15.9,5.7,0.004,48.9209,Low,0.0021,45.3237,Low,0.557,9.5,90.5,53.3,30.4,0.0073,45.3237,Low,0.0037,46.7626,Low,0.659,2.4,97.6,68.5,55.1,0.009,46.0432,Low,0.0046,47.482,Low,0.784,0,100,91.5,85.6,0.0108,47.482,Low,0.0055,46.7626,Low,0.826,0,100,100,98.4,0.0114,46.0432,Low,0.0058,44.6043,Low
North-West,HT09,Port-de-Paix,HT0911,351449,100,0.34,0.18,0.576,19.1,80.9,61.7,37.5,0.0541,94.964,Very High,0.0286,94.964,Very High,0.724,10.4,89.6,84.7,78,0.0682,94.2446,Very High,0.0361,94.2446,Very High,0.759,7.9,92.1,88.1,85.7,0.0728,94.2446,Very High,0.0385,94.2446,Very High,0.791,3.7,96.3,92.3,90.3,0.0733,94.2446,Very High,0.0388,93.5252,Very High,0.817,0.5,99.5,97.2,94.3,0.0752,93.5252,Very High,0.0398,92.8058,Very High
North-West,HT09,Saint-Louis du Nord,HT0921,195340,100,0.384,0.173,0.296,67.5,32.5,14.5,1.2,0.0134,78.4173,High,0.006,74.8201,Moderate,0.476,40.1,59.9,44.6,34.7,0.0245,80.5755,High,0.011,78.4173,High,0.548,22.8,77.2,54.9,49.7,0.0294,82.7338,High,0.0132,79.8561,High,0.664,10.7,89.3,76.5,66.8,0.0353,82.0144,High,0.0159,79.1367,High,0.763,0.9,99.1,94.3,85.9,0.0413,82.7338,High,0.0186,79.1367,High
